order_item_id,order_id,product_id,quantity,unit_price,discount,line_total
98,39,18,3,139.21,0.0,417.63
99,39,120,1,96.02,0.0,96.02
100,40,86,3,511.71,0.1,1381.62
101,40,179,3,374.85,0.0,1124.55
102,40,141,4,660.75,0.1,2378.7
103,40,7,2,766.18,0.0,1532.36
104,41,112,3,1524.12,0.0,4572.36
105,41,163,1,136.45,0.0,136.45
106,41,126,2,989.52,0.0,1979.04
107,41,197,2,245.34,0.0,490.68
108,42,80,3,169.13,0.0,507.39
109,42,66,3,2467.9,0.0,7403.7
110,43,52,2,713.87,0.25,1070.8
111,43,74,1,2276.74,0.0,2276.74
112,43,88,1,1798.28,0.1,1618.45
113,44,122,1,1101.32,0.0,1101.32
114,44,72,3,127.66,0.0,382.98
115,44,136,5,684.48,0.1,3080.16
116,44,138,1,1449.1,0.0,1449.1
117,44,160,2,334.79,0.0,669.58
118,45,5,2,992.88,0.1,1787.18
119,45,69,5,14.12,0.2,56.48
120,45,109,2,299.0,0.0,598.0
121,46,140,5,58.58,0.0,292.9
122,46,127,3,365.43,0.0,1096.29
123,46,163,3,148.49,0.0,445.47
124,47,9,2,1602.6,0.1,2884.68
125,47,27,1,1919.64,0.0,1919.64
126,48,122,1,1082.3,0.0,1082.3
127,48,186,1,618.97,0.0,618.97
128,49,51,3,1307.66,0.1,3530.68
129,49,48,3,1915.9,0.0,5747.7
130,49,123,4,1029.36,0.0,4117.44
131,50,76,2,154.8,0.1,278.64
132,50,178,1,80.5,0.0,80.5
133,50,143,4,1160.55,0.2,3713.76
134,51,8,3,2445.32,0.0,7335.96
135,51,133,2,125.54,0.0,251.08
136,51,179,2,381.27,0.0,762.54
137,51,107,1,1890.21,0.0,1890.21
138,52,17,2,2087.63,0.1,3757.73
139,52,110,2,1919.21,0.1,3454.58
140,53,164,4,56.56,0.0,226.24
141,54,127,2,369.74,0.1,665.53
142,54,22,2,1668.48,0.0,3336.96
143,54,171,3,813.05,0.0,2439.15
144,54,27,4,1905.94,0.2,6099.01
145,54,34,2,980.22,0.0,1960.44
146,55,179,3,351.7,0.0,1055.1
147,55,66,2,2417.73,0.0,4835.46
148,55,129,4,241.04,0.2,771.33
149,55,58,2,1493.03,0.0,2986.06
150,56,62,5,1771.69,0.1,7972.6
151,56,158,2,2386.19,0.1,4295.14
152,57,164,1,61.83,0.0,61.83
153,57,117,4,953.6,0.0,3814.4
154,57,3,1,217.67,0.2,174.14
155,58,109,4,296.24,0.1,1066.46
156,58,149,2,2028.67,0.0,4057.34
157,58,105,1,18.99,0.0,18.99
158,59,111,2,514.83,0.0,1029.66
159,60,45,1,302.49,0.0,302.49
160,60,46,2,136.15,0.0,272.3
161,61,22,1,1783.22,0.0,1783.22
162,61,114,3,1863.53,0.0,5590.59
163,62,156,2,1507.82,0.0,3015.64
164,62,197,3,244.98,0.0,734.94
165,63,152,2,669.51,0.0,1339.02
166,63,134,3,390.83,0.0,1172.49
167,63,114,1,1860.97,0.0,1860.97
168,64,114,3,2033.72,0.0,6101.16
169,64,200,2,17.45,0.0,34.9
170,65,96,1,1782.2,0.1,1603.98
171,65,21,1,286.03,0.1,257.43
172,66,85,2,116.53,0.0,233.06
173,67,87,2,113.15,0.0,226.3
174,67,45,1,330.76,0.0,330.76
175,67,117,4,943.26,0.0,3773.04
176,68,27,1,1977.91,0.0,1977.91
177,68,87,3,115.15,0.1,310.91
178,68,53,4,1775.16,0.0,7100.64
179,68,147,1,177.03,0.1,159.33
180,69,12,2,598.5,0.0,1197.0
181,70,116,1,398.92,0.1,359.03
182,70,82,2,847.28,0.2,1355.65
183,70,154,2,85.24,0.0,170.48
184,70,19,2,106.64,0.0,213.28
185,70,84,3,1018.1,0.0,3054.3
186,71,13,3,727.57,0.0,2182.71
187,71,200,2,17.09,0.0,34.18
188,71,73,1,324.86,0.0,324.86
189,72,129,2,240.75,0.0,481.5
190,72,17,2,2031.39,0.0,4062.78
191,72,180,2,459.34,0.1,826.81
192,72,141,2,682.0,0.0,1364.0
193,73,148,2,79.48,0.0,158.96
194,73,55,2,139.64,0.0,279.28
195,73,22,1,1809.59,0.1,1628.63
196,74,124,1,2242.27,0.0,2242.27
197,74,32,5,31.89,0.1,143.5
198,75,63,2,200.78,0.0,401.56
199,75,21,1,281.52,0.0,281.52
200,75,121,1,733.97,0.0,733.97
201,76,52,2,691.5,0.0,1383.0
202,77,141,2,659.12,0.0,1318.24
203,77,34,1,980.91,0.0,980.91
204,77,18,4,140.16,0.0,560.64
205,78,112,1,1482.44,0.0,1482.44
206,78,54,3,61.13,0.1,165.05
207,79,107,2,1891.31,0.1,3404.36
208,79,36,5,2226.36,0.0,11131.8
209,79,62,1,1870.15,0.0,1870.15
210,80,132,2,84.69,0.0,169.38
211,80,45,1,312.09,0.0,312.09
212,80,70,3,78.36,0.1,211.57
213,81,183,1,41.45,0.0,41.45
214,81,133,1,126.26,0.1,113.63
215,82,128,3,978.77,0.0,2936.31
216,82,179,3,367.0,0.2,880.8
217,82,159,2,605.1,0.0,1210.2
218,83,36,3,2135.42,0.0,6406.26
219,83,176,4,495.31,0.1,1783.12
220,84,78,4,95.72,0.0,382.88
221,84,112,2,1382.49,0.0,2764.98
222,85,126,2,936.97,0.1,1686.55
223,85,90,2,517.69,0.0,1035.38
224,85,160,2,338.57,0.0,677.14
225,86,159,2,613.56,0.0,1227.12
226,86,10,1,64.63,0.0,64.63
227,87,16,2,249.5,0.1,449.1
228,87,170,4,215.65,0.0,862.6
229,87,56,3,871.61,0.0,2614.83
230,87,31,2,19.22,0.0,38.44
231,88,157,3,459.12,0.0,1377.36
232,88,96,2,1825.63,0.0,3651.26
233,88,6,1,791.75,0.1,712.58
234,88,169,4,69.61,0.1,250.6
235,89,145,5,1121.28,0.0,5606.4
236,89,156,2,1422.03,0.0,2844.06
237,89,164,3,60.39,0.0,181.17
238,90,33,3,1638.25,0.0,4914.75
239,90,96,4,1831.51,0.0,7326.04
240,91,162,4,274.5,0.0,1098.0
241,91,127,5,340.93,0.0,1704.65
242,92,124,1,2250.36,0.0,2250.36
243,92,150,1,105.34,0.0,105.34
244,92,19,1,100.41,0.1,90.37
245,93,30,2,366.59,0.0,733.18
246,93,25,3,177.06,0.25,398.39
247,93,94,2,77.94,0.0,155.88
248,94,108,1,119.25,0.0,119.25
249,95,117,2,941.85,0.0,1883.7
250,95,138,3,1320.93,0.0,3962.79
251,95,123,3,1062.59,0.2,2550.22
252,95,103,2,545.42,0.0,1090.84
253,96,45,2,333.32,0.0,666.64
254,96,164,2,62.14,0.0,124.28
255,96,139,2,57.58,0.1,103.64
256,96,157,1,465.55,0.0,465.55
257,96,195,3,92.81,0.0,278.43
258,97,142,3,50.1,0.1,135.27
259,98,143,1,1247.12,0.0,1247.12
260,98,95,4,617.57,0.0,2470.28
261,98,84,4,985.55,0.0,3942.2
262,99,52,5,701.32,0.0,3506.6
263,99,56,3,917.46,0.0,2752.38
264,100,22,2,1749.15,0.2,2798.64
265,100,100,1,945.27,0.0,945.27
266,101,170,1,223.69,0.0,223.69
267,101,1,3,386.97,0.2,928.73
268,101,156,1,1455.13,0.0,1455.13
269,102,83,4,2291.49,0.0,9165.96
270,102,96,2,1941.76,0.0,3883.52
271,102,61,2,819.43,0.0,1638.86
272,102,157,1,479.67,0.0,479.67
273,103,196,1,838.55,0.0,838.55
274,103,62,3,1759.53,0.0,5278.59
275,103,97,1,2507.98,0.1,2257.18
276,103,123,3,1033.01,0.0,3099.03
277,104,188,2,2252.73,0.0,4505.46
278,104,138,2,1317.53,0.1,2371.55
279,104,3,2,216.6,0.0,433.2
280,104,197,3,238.88,0.0,716.64
281,105,3,1,202.46,0.0,202.46
282,105,45,5,312.42,0.0,1562.1
283,105,141,1,707.92,0.1,637.13
284,105,105,1,19.48,0.0,19.48
285,105,67,2,322.95,0.0,645.9
286,106,97,1,2414.13,0.1,2172.72
287,106,109,3,304.62,0.2,731.09
288,107,78,2,98.52,0.0,197.04
289,107,65,1,2180.01,0.0,2180.01
290,108,6,1,779.65,0.0,779.65
291,109,97,2,2493.86,0.0,4987.72
292,109,167,2,800.16,0.0,1600.32
293,109,61,1,844.64,0.0,844.64
294,109,112,2,1521.75,0.0,3043.5
295,109,183,2,42.0,0.1,75.6
296,110,149,3,1974.05,0.0,5922.15
297,110,84,1,1025.26,0.0,1025.26
298,110,175,2,203.92,0.25,305.88
299,111,135,3,1018.51,0.1,2749.98
300,111,114,1,1910.26,0.0,1910.26
301,111,72,3,132.8,0.0,398.4
302,111,172,3,95.59,0.1,258.09
303,112,127,2,350.56,0.0,701.12
304,112,170,3,211.0,0.0,633.0
305,113,149,3,2023.0,0.2,4855.2
306,113,14,5,150.48,0.0,752.4
307,113,117,2,918.93,0.0,1837.86
308,114,190,3,45.74,0.0,137.22
309,114,121,1,715.62,0.0,715.62
310,114,108,2,128.51,0.0,257.02
311,115,124,2,2151.5,0.1,3872.7
312,115,96,2,1867.3,0.0,3734.6
313,115,158,3,2521.44,0.1,6807.89
314,115,107,1,1927.11,0.0,1927.11
315,116,72,1,137.53,0.0,137.53
316,116,133,3,130.55,0.0,391.65
317,116,136,1,638.43,0.0,638.43
318,116,194,1,59.59,0.1,53.63
319,117,106,2,61.88,0.1,111.38
320,117,177,2,1844.31,0.1,3319.76
321,117,103,2,572.09,0.1,1029.76
322,117,60,2,40.57,0.0,81.14
323,117,188,3,2267.08,0.0,6801.24
324,118,97,1,2484.38,0.0,2484.38
325,118,167,5,870.5,0.0,4352.5
326,118,102,2,267.16,0.0,534.32
327,118,174,4,667.87,0.0,2671.48
328,118,113,4,831.1,0.0,3324.4
329,119,56,1,868.58,0.0,868.58
330,119,17,5,2142.43,0.1,9640.94
331,119,196,1,841.38,0.0,841.38
332,120,13,1,699.79,0.1,629.81
333,120,141,2,671.4,0.0,1342.8
334,120,114,1,1933.66,0.0,1933.66
335,121,114,1,2047.3,0.0,2047.3
336,121,72,3,134.62,0.0,403.86
337,121,67,4,299.75,0.25,899.25
338,122,184,4,60.24,0.0,240.96
339,122,107,1,2012.98,0.2,1610.38
340,122,159,4,591.24,0.0,2364.96
341,122,3,5,220.2,0.2,880.8
342,122,117,4,974.38,0.0,3897.52
343,123,36,2,2268.36,0.0,4536.72
344,123,9,1,1666.42,0.0,1666.42
345,124,188,3,2182.51,0.0,6547.53
346,124,133,1,124.29,0.0,124.29
347,124,123,1,1038.05,0.0,1038.05
348,124,130,1,2205.33,0.1,1984.8
349,125,10,3,59.91,0.1,161.76
350,125,127,1,342.64,0.0,342.64
351,125,51,3,1333.01,0.1,3599.13
352,126,178,1,76.15,0.1,68.54
353,126,168,1,283.55,0.1,255.2
354,127,89,2,2474.88,0.1,4454.78
355,127,142,1,49.67,0.1,44.7
356,127,140,1,61.6,0.0,61.6
357,128,134,2,405.91,0.0,811.82
358,128,199,2,54.42,0.1,97.96
359,129,63,3,208.74,0.0,626.22
360,130,89,1,2525.37,0.2,2020.3
361,130,61,2,847.64,0.0,1695.28
362,130,113,1,827.49,0.0,827.49
363,131,27,1,1902.38,0.1,1712.14
364,132,143,3,1202.22,0.0,3606.66
365,132,95,2,626.56,0.0,1253.12
366,133,190,1,45.97,0.0,45.97
367,134,45,1,319.38,0.0,319.38
368,134,7,2,719.17,0.2,1150.67
369,134,65,2,2073.1,0.0,4146.2
370,135,119,2,390.16,0.0,780.32
371,135,90,4,496.33,0.0,1985.32
372,136,191,2,153.47,0.1,276.25
373,136,8,3,2588.46,0.0,7765.38
374,136,82,2,860.27,0.0,1720.54
375,136,82,4,873.02,0.1,3142.87
376,136,81,2,202.29,0.0,404.58
377,137,32,2,29.78,0.0,59.56
378,137,144,2,30.59,0.0,61.18
379,137,185,3,696.32,0.0,2088.96
380,138,79,1,355.01,0.0,355.01
381,138,126,3,994.89,0.0,2984.67
382,139,49,1,738.38,0.0,738.38
383,139,158,1,2358.13,0.0,2358.13
384,140,133,4,134.37,0.0,537.48
385,140,4,2,21.74,0.2,34.78
386,140,47,2,243.12,0.0,486.24
387,140,130,1,2081.39,0.1,1873.25
388,141,62,2,1875.08,0.0,3750.16
389,141,62,1,1874.88,0.0,1874.88
390,142,62,5,1935.43,0.0,9677.15
391,142,90,2,502.69,0.1,904.84
392,143,129,2,233.11,0.1,419.6
393,143,130,1,2095.45,0.1,1885.9
394,143,6,2,742.73,0.0,1485.46
395,143,148,4,85.11,0.0,340.44
396,144,159,1,596.81,0.0,596.81
397,144,83,2,2220.37,0.25,3330.56
398,144,101,3,152.83,0.0,458.49
399,145,36,1,2221.81,0.0,2221.81
400,145,49,4,778.95,0.0,3115.8
401,146,88,1,1755.91,0.0,1755.91
402,146,185,2,711.06,0.0,1422.12
403,147,123,1,1053.97,0.0,1053.97
404,147,33,1,1646.0,0.0,1646.0
405,148,101,2,150.06,0.0,300.12
406,148,189,3,210.73,0.0,632.19
407,149,36,2,2268.58,0.0,4537.16
408,149,128,1,1004.73,0.1,904.26
409,149,159,4,607.88,0.1,2188.37
410,149,61,2,859.19,0.25,1288.79
411,149,139,3,63.15,0.0,189.45
412,150,158,1,2363.02,0.0,2363.02
413,151,182,2,72.7,0.1,130.86
414,151,90,1,485.47,0.0,485.47
415,152,117,1,974.71,0.0,974.71
416,152,76,2,160.67,0.0,321.34
417,152,38,1,916.28,0.1,824.65
418,153,121,1,731.47,0.0,731.47
419,153,116,3,399.26,0.0,1197.78
420,153,124,2,2204.77,0.0,4409.54
421,154,135,3,983.53,0.2,2360.47
422,154,3,3,209.8,0.25,472.05
423,154,113,2,823.9,0.0,1647.8
424,155,140,2,60.75,0.1,109.35
425,155,109,5,289.24,0.0,1446.2
426,155,136,3,668.89,0.0,2006.67
427,155,65,2,2193.14,0.1,3947.65
428,156,123,2,1049.66,0.0,2099.32
429,156,17,2,2056.1,0.0,4112.2
430,156,196,2,887.22,0.0,1774.44
431,156,41,4,635.05,0.1,2286.18
432,157,117,2,919.64,0.0,1839.28
433,157,66,1,2442.26,0.1,2198.03
434,158,35,2,840.0,0.2,1344.0
435,158,48,2,1945.68,0.0,3891.36
436,158,145,2,1159.13,0.1,2086.43
437,158,29,1,213.08,0.0,213.08
438,158,35,2,818.18,0.0,1636.36
439,159,74,1,2187.06,0.25,1640.3
440,159,167,2,813.98,0.0,1627.96
441,159,13,3,680.28,0.0,2040.84
442,160,147,2,173.72,0.25,260.58
443,160,145,1,1144.44,0.0,1144.44
444,160,143,1,1242.23,0.0,1242.23
445,161,96,1,1833.8,0.1,1650.42
446,161,84,1,984.35,0.0,984.35
447,161,35,1,820.44,0.0,820.44
448,161,158,1,2543.8,0.0,2543.8
449,162,172,2,99.95,0.0,199.9
450,162,13,2,677.49,0.0,1354.98
451,163,149,2,2153.8,0.0,4307.6
452,163,26,2,142.68,0.0,285.36
453,164,177,4,1747.75,0.2,5592.8
454,164,36,5,2295.69,0.0,11478.45
455,164,114,2,2013.73,0.1,3624.71
456,164,30,2,359.86,0.1,647.75
457,164,196,3,895.11,0.0,2685.33
458,165,27,1,1954.31,0.0,1954.31
459,165,84,4,1030.43,0.0,4121.72
460,166,88,1,1787.85,0.0,1787.85
461,166,157,3,467.37,0.0,1402.11
462,167,49,1,783.62,0.0,783.62
463,167,81,1,185.2,0.0,185.2
464,168,110,2,1972.16,0.0,3944.32
465,168,69,4,14.72,0.0,58.88
466,168,8,1,2436.94,0.0,2436.94
467,168,142,1,52.9,0.0,52.9
468,168,130,4,2283.24,0.25,6849.72
469,169,55,4,144.03,0.0,576.12
470,169,89,3,2424.85,0.0,7274.55
471,170,37,3,65.75,0.0,197.25
472,170,53,2,1809.31,0.0,3618.62
473,170,135,1,1006.15,0.1,905.54
474,170,174,5,682.96,0.0,3414.8
475,170,6,2,758.31,0.0,1516.62
476,171,134,4,389.71,0.0,1558.84
477,171,52,2,696.54,0.0,1393.08
478,172,16,2,239.78,0.0,479.56
479,172,192,1,765.81,0.0,765.81
480,172,30,1,359.68,0.0,359.68
481,173,66,2,2343.5,0.0,4687.0
482,173,35,2,850.47,0.0,1700.94
483,174,168,5,289.93,0.25,1087.24
484,175,8,3,2400.87,0.0,7202.61
485,175,58,2,1541.09,0.0,3082.18
486,176,65,5,2127.33,0.0,10636.65
487,177,130,2,2189.38,0.0,4378.76
488,177,116,1,367.0,0.0,367.0
489,177,177,2,1768.72,0.1,3183.7
490,178,168,1,296.22,0.0,296.22
491,178,73,3,313.97,0.0,941.91
492,179,76,2,158.94,0.1,286.09
493,179,121,3,764.45,0.0,2293.35
494,179,11,4,2314.03,0.1,8330.51
495,180,73,3,314.82,0.0,944.46
496,180,109,2,297.13,0.2,475.41
497,181,156,2,1444.91,0.2,2311.86
498,181,158,1,2476.6,0.0,2476.6
499,182,76,1,159.35,0.0,159.35
500,182,199,4,55.59,0.1,200.12
501,182,110,2,1876.56,0.1,3377.81
502,183,13,2,709.47,0.0,1418.94
503,183,187,1,767.14,0.0,767.14
504,183,19,2,101.05,0.0,202.1
505,183,119,2,376.35,0.0,752.7
506,184,188,5,2242.83,0.0,11214.15
507,184,36,4,2106.85,0.2,6741.92
508,185,163,1,139.6,0.0,139.6
509,185,188,1,2227.52,0.0,2227.52
510,185,62,2,1809.25,0.0,3618.5
511,186,53,1,1715.01,0.2,1372.01
512,186,104,1,66.46,0.0,66.46
513,186,5,2,938.42,0.0,1876.84
514,187,45,2,324.88,0.0,649.76
515,187,116,2,375.93,0.2,601.49
516,187,62,2,1861.09,0.0,3722.18
517,188,74,2,2105.83,0.0,4211.66
518,188,123,3,1051.6,0.0,3154.8
519,189,130,1,2217.66,0.0,2217.66
520,189,51,1,1347.84,0.0,1347.84
521,190,149,1,1997.14,0.0,1997.14
522,190,8,3,2410.84,0.0,7232.52
523,190,106,4,63.66,0.0,254.64
524,190,152,2,664.21,0.1,1195.58
525,191,126,2,938.54,0.0,1877.08
526,191,40,1,17.14,0.0,17.14
527,192,198,3,518.58,0.1,1400.17
528,192,130,3,2167.73,0.0,6503.19
529,193,48,1,2005.2,0.0,2005.2
530,193,34,1,919.53,0.1,827.58
531,193,141,2,660.31,0.0,1320.62
532,194,90,2,517.76,0.0,1035.52
533,194,177,2,1781.15,0.0,3562.3
534,195,180,3,504.8,0.2,1211.52
535,195,168,5,289.47,0.0,1447.35
536,195,83,2,2269.02,0.0,4538.04
537,195,93,3,506.31,0.0,1518.93
538,196,136,2,677.99,0.0,1355.98
539,196,48,5,1967.52,0.1,8853.84
540,196,110,2,2018.13,0.2,3229.01
541,197,45,2,303.37,0.2,485.39
542,197,91,1,107.51,0.0,107.51
543,198,183,1,39.13,0.0,39.13
544,198,36,2,2303.17,0.25,3454.76
545,198,44,2,745.07,0.0,1490.14
546,199,134,1,395.09,0.0,395.09
547,199,93,1,484.4,0.0,484.4
548,200,10,2,63.82,0.25,95.73
549,200,58,4,1531.22,0.0,6124.88
550,200,41,1,628.38,0.0,628.38
551,200,16,1,241.88,0.1,217.69
552,201,126,3,944.56,0.1,2550.31
553,201,131,1,112.31,0.1,101.08
554,201,81,3,199.7,0.1,539.19
555,202,123,4,981.33,0.2,3140.26
556,202,136,2,667.64,0.0,1335.28
557,202,158,2,2365.31,0.1,4257.56
558,202,80,2,163.61,0.2,261.78
559,203,64,1,115.35,0.1,103.82
560,203,97,1,2432.8,0.1,2189.52
561,203,67,1,312.68,0.1,281.41
562,203,71,4,2189.53,0.0,8758.12
563,204,188,1,2228.33,0.1,2005.5
564,204,4,3,22.21,0.0,66.63
565,204,28,5,185.71,0.0,928.55
566,204,94,5,72.93,0.0,364.65
567,205,58,1,1584.28,0.2,1267.42
568,205,177,3,1766.89,0.0,5300.67
569,205,36,2,2192.85,0.0,4385.7
570,206,193,3,9.94,0.0,29.82
571,206,68,1,684.43,0.0,684.43
572,206,113,2,813.98,0.1,1465.16
573,207,103,1,596.58,0.0,596.58
574,207,150,3,108.95,0.0,326.85
575,208,23,1,180.01,0.0,180.01
576,208,66,1,2359.69,0.25,1769.77
577,209,9,2,1729.49,0.0,3458.98
578,209,181,2,245.47,0.1,441.85
579,209,46,2,144.83,0.1,260.69
580,210,186,2,591.35,0.0,1182.7
581,210,186,1,593.98,0.2,475.18
582,210,151,4,204.44,0.0,817.76
583,211,120,3,94.79,0.0,284.37
584,211,110,1,1984.86,0.0,1984.86
585,211,176,1,507.53,0.0,507.53
586,211,48,2,2008.41,0.0,4016.82
587,212,156,1,1500.15,0.0,1500.15
588,212,140,1,60.39,0.0,60.39
589,212,189,5,200.04,0.0,1000.2
590,213,149,3,2112.63,0.0,6337.89
591,213,174,1,716.79,0.0,716.79
592,213,66,2,2302.32,0.2,3683.71
593,214,187,2,751.75,0.1,1353.15
594,214,77,2,49.07,0.0,98.14
595,215,136,2,688.33,0.0,1376.66
596,215,15,2,201.73,0.0,403.46
597,215,117,2,963.05,0.0,1926.1
598,216,182,1,76.11,0.0,76.11
599,216,135,1,961.35,0.0,961.35
600,217,158,3,2523.84,0.1,6814.37
601,217,51,1,1335.85,0.1,1202.26
602,218,98,1,18.08,0.1,16.27
603,218,88,1,1679.6,0.0,1679.6
604,218,51,2,1395.94,0.1,2512.69
605,218,82,2,838.98,0.0,1677.96
606,219,77,1,50.82,0.1,45.74
607,219,50,2,100.83,0.0,201.66
608,219,177,3,1814.79,0.0,5444.37
609,220,107,3,1903.77,0.0,5711.31
610,220,46,1,134.97,0.1,121.47
611,221,62,1,1860.39,0.0,1860.39
612,221,13,2,731.87,0.0,1463.74
613,222,48,1,1875.91,0.0,1875.91
614,223,142,4,49.52,0.0,198.08
615,223,189,2,204.63,0.0,409.26
616,224,154,2,85.21,0.1,153.38
617,225,156,1,1477.27,0.0,1477.27
618,225,168,1,279.9,0.0,279.9
619,225,74,2,2285.42,0.0,4570.84
620,225,81,3,190.74,0.1,515.0
621,226,62,1,1853.45,0.25,1390.09
622,226,115,1,39.44,0.0,39.44
623,226,11,1,2363.12,0.0,2363.12
624,226,33,3,1728.7,0.0,5186.1
625,226,84,2,970.23,0.2,1552.37
626,227,66,3,2403.51,0.0,7210.53
627,227,27,2,1999.61,0.1,3599.3
628,227,148,3,86.57,0.0,259.71
629,228,80,5,173.06,0.0,865.3
630,228,118,2,845.39,0.2,1352.62
631,228,79,2,338.75,0.0,677.5
632,229,74,2,2225.99,0.1,4006.78
633,229,38,2,972.39,0.0,1944.78
634,229,49,2,779.84,0.1,1403.71
635,229,96,3,1912.57,0.0,5737.71
636,230,36,1,2107.42,0.1,1896.68
637,230,190,3,46.9,0.0,140.7
638,230,87,1,114.58,0.1,103.12
639,231,155,3,248.7,0.1,671.49
640,231,196,1,887.94,0.0,887.94
641,231,100,1,1009.74,0.2,807.79
642,232,171,3,781.46,0.0,2344.38
643,232,3,2,217.67,0.0,435.34
644,232,193,1,9.87,0.0,9.87
645,233,2,1,15.91,0.0,15.91
646,233,66,3,2427.81,0.1,6555.09
647,234,51,1,1336.88,0.2,1069.5
648,234,37,2,64.12,0.0,128.24
649,234,158,1,2445.41,0.0,2445.41
650,234,136,1,684.27,0.0,684.27
651,235,123,2,1032.78,0.0,2065.56
652,235,88,1,1660.96,0.0,1660.96
653,235,113,1,835.18,0.0,835.18
654,235,47,2,228.73,0.0,457.46
655,236,27,3,1991.67,0.1,5377.51
656,236,78,4,96.41,0.25,289.23
657,236,134,5,409.33,0.0,2046.65
658,237,114,3,1945.01,0.1,5251.53
659,237,96,1,1887.22,0.0,1887.22
660,238,106,1,64.44,0.0,64.44
661,238,127,4,361.76,0.0,1447.04
662,238,26,5,150.57,0.0,752.85
663,238,29,2,210.43,0.1,378.77
664,238,125,4,223.43,0.1,804.35
665,239,13,2,704.91,0.0,1409.82
666,239,141,4,663.3,0.0,2653.2
